,Unnamed: 0,exam_numname,mes_sub_id,mes_sub_name,exam_term,exam_type,exam_sdate,mes_StudentID,mes_Score,mes_Z_Score,mes_T_Score,mes_dengdi,bf_StudentID,cla_Name,cla_id
1,1,2018-1学期期中考试,2.0,数学,2018-2019-1,2,2018/11/5 00:00:00,15720,83.0,0.5641779,84.51342,0.3290323,15720,东-高一(05),930
2,2,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,15849,79.5,-0.6693701999999999,74.64503,0.7730060999999999,15849,东-高一(01),926
3,3,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,15859,81.5,-0.3458496,77.2332,0.6503068000000001,15859,东-高一(01),926
4,4,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15755,77.0,0.02365024,80.1892,0.4662577,15755,东-高一(01),926
5,5,2018-1学期期中考试,3.0,英语,2018-2019-1,2,2018/11/5 00:00:00,15658,94.5,1.775339,94.20271,0.006451613,15658,东-高一(05),930
6,6,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15479,83.0,-0.49863,76.01096,0.7354839,15479,白-高一(05),938
7,7,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15705,82.0,0.4937708,83.95016,0.2883435,15705,东-高一(02),927
8,8,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15711,100.0,2.186205,97.48964,0.0061349690000000005,15711,东-高一(02),927
9,9,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15712,80.0,0.3057226,82.44578,0.3803680999999999,15712,东-高一(02),927
10,10,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15719,67.0,-0.9165909,72.66727,0.8098159,15719,东-高一(02),927
11,11,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15724,95.0,1.716084,93.72868,0.04907975,15724,东-高一(02),927
12,12,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15741,96.0,1.8101080000000005,94.48087,0.03067485,15741,东-高一(02),927
13,13,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15745,85.0,0.7758431,86.20674,0.2269939,15745,东-高一(02),927
14,14,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15759,77.0,0.02365024,80.1892,0.4539877000000001,15759,东-高一(02),927
15,15,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15765,85.0,0.7758431,86.20674,0.2208589,15765,东-高一(02),927
16,16,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15781,92.0,1.434012,91.47209,0.08588957,15781,东-高一(02),927
17,17,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15789,85.0,0.7758431,86.20674,0.208589,15789,东-高一(02),927
18,18,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15792,96.0,1.8101080000000005,94.48087,0.03680982,15792,东-高一(02),927
19,19,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15798,85.0,0.7758431,86.20674,0.2147239,15798,东-高一(02),927
20,20,2018-1学期期中考试,4.0,物理,2018-2019-1,2,2018/11/5 00:00:00,15809,64.0,-1.1986629999999998,70.4107,0.8711655999999999,15809,东-高一(02),927
21,21,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,15499,73.0,0.6310986,85.04879,0.2576687,15499,白-高一(01),934
22,22,2018-1学期期中考试,17.0,政治,2018-2019-1,2,2018/11/5 00:00:00,15605,75.5,0.9250102,87.40009,0.1840491,15605,白-高一(01),934
